nh,clust,agric_equipment_code,Member_own_any_equipment
11,4802,22,2
11,4802,31,2
11,4802,41,2
11,4802,42,2
11,4802,51,2
11,4802,61,2
11,4802,62,2
11,4802,63,2
11,4802,64,2
11,4802,65,1
13,4802,21,2
13,4802,22,2
13,4802,31,2
13,4802,41,2
13,4802,42,2
13,4802,51,2
13,4802,61,2
13,4802,62,2
13,4802,63,2
13,4802,64,2
13,4802,65,1
15,4802,21,2
15,4802,22,2
15,4802,31,2
15,4802,41,2
15,4802,42,2
15,4802,51,2
15,4802,61,2
15,4802,62,2
15,4802,63,2
15,4802,64,2
15,4802,65,1
16,4802,21,2
16,4802,22,2
16,4802,31,2
16,4802,41,2
16,4802,42,2
16,4802,51,2
16,4802,61,2
16,4802,62,2
16,4802,63,2
16,4802,64,2
16,4802,65,1
17,4802,21,2
17,4802,22,2
17,4802,31,2
17,4802,41,2
17,4802,42,2
17,4802,51,2
17,4802,61,2
17,4802,62,2
17,4802,63,2
17,4802,64,2
17,4802,65,1
20,4802,21,2
20,4802,22,2
20,4802,31,2
20,4802,41,2
20,4802,42,2
20,4802,51,2
20,4802,61,2
20,4802,62,2
20,4802,63,2
20,4802,64,2
20,4802,65,1
12,4812,21,2
12,4812,22,2
12,4812,31,2
12,4812,41,2
12,4812,51,2
12,4812,61,2
12,4812,62,1
12,4812,63,1
12,4812,64,2
12,4812,65,2
13,4812,21,2
13,4812,22,2
13,4812,31,2
13,4812,41,2
13,4812,42,2
13,4812,51,2
13,4812,61,2
13,4812,62,1
13,4812,63,1
13,4812,64,2
13,4812,65,2
15,4812,21,2
15,4812,22,2
15,4812,31,2
15,4812,41,2
15,4812,42,2
15,4812,51,2
15,4812,61,2
15,4812,62,1
15,4812,63,1
15,4812,64,2
15,4812,65,2
16,4812,21,2
16,4812,22,2
16,4812,31,2
16,4812,41,2
16,4812,42,2
16,4812,51,2
16,4812,61,2
16,4812,62,1
16,4812,63,1
16,4812,64,2
16,4812,65,2
17,4812,21,2
17,4812,22,2
17,4812,31,2
17,4812,41,2
17,4812,42,2
17,4812,51,2
17,4812,61,2
17,4812,62,1
17,4812,63,1
17,4812,64,2
17,4812,65,2
18,4812,21,2
18,4812,22,2
18,4812,31,2
18,4812,41,2
18,4812,42,2
18,4812,51,2
18,4812,61,2
18,4812,62,1
18,4812,63,2
18,4812,64,2
18,4812,65,2
19,4812,21,2
19,4812,22,2
19,4812,31,2
19,4812,41,2
19,4812,51,2
19,4812,61,2
19,4812,62,1
19,4812,63,1
19,4812,64,2
19,4812,65,2
20,4812,21,2
20,4812,22,2
20,4812,31,2
20,4812,41,2
20,4812,42,2
20,4812,51,2
20,4812,61,2
20,4812,62,1
20,4812,63,1
20,4812,64,2
20,4812,65,2
1,4815,21,2
1,4815,22,2
1,4815,31,2
1,4815,41,2
1,4815,51,1
1,4815,61,2
1,4815,62,2
1,4815,63,2
1,4815,64,2
2,4815,21,2
2,4815,22,2
2,4815,31,2
2,4815,41,2
2,4815,42,2
2,4815,51,2
2,4815,61,2
2,4815,62,2
2,4815,63,2
2,4815,64,2
2,4815,65,1
3,4815,21,2
3,4815,22,2
3,4815,31,2
3,4815,41,2
3,4815,51,2
3,4815,61,2
3,4815,62,1
3,4815,63,1
3,4815,64,2
3,4815,65,1
4,4815,21,2
4,4815,22,2
4,4815,31,2
4,4815,41,2
4,4815,42,2
4,4815,51,2
4,4815,61,2
4,4815,62,1
4,4815,63,1
4,4815,64,2
4,4815,65,1
5,4815,21,2
5,4815,22,2
5,4815,31,2
5,4815,41,2
5,4815,42,2
5,4815,51,2
5,4815,61,2
5,4815,62,1
5,4815,63,1
5,4815,64,2
5,4815,65,1
6,4815,21,2
6,4815,22,2
6,4815,31,2
6,4815,41,2
6,4815,42,2
6,4815,51,2
6,4815,61,2
6,4815,62,1
6,4815,63,1
6,4815,64,2
6,4815,65,1
7,4815,21,2
7,4815,22,2
7,4815,31,2
7,4815,41,2
7,4815,42,2
7,4815,51,2
7,4815,61,2
7,4815,62,1
7,4815,63,1
7,4815,64,2
7,4815,65,1
8,4815,21,2
8,4815,22,2
8,4815,31,2
8,4815,41,2
8,4815,42,2
8,4815,51,2
8,4815,61,2
8,4815,62,1
8,4815,63,1
8,4815,64,2
8,4815,65,1
9,4815,21,2
9,4815,22,2
9,4815,31,2
9,4815,41,2
9,4815,42,2
9,4815,51,2
9,4815,61,2
9,4815,62,1
9,4815,63,1
9,4815,64,2
9,4815,65,1
10,4815,21,2
10,4815,22,2
10,4815,31,2
10,4815,41,2
10,4815,42,2
10,4815,51,2
10,4815,61,2
10,4815,62,1
10,4815,63,1
10,4815,64,2
10,4815,65,1
11,4815,21,2
11,4815,22,2
11,4815,31,2
11,4815,41,2
11,4815,42,2
11,4815,51,2
11,4815,61,2
11,4815,62,1
11,4815,63,1
11,4815,64,2
11,4815,65,1
12,4815,21,2
12,4815,22,2
12,4815,31,2
12,4815,41,2
12,4815,42,2
12,4815,51,2
12,4815,62,1
12,4815,63,2
12,4815,64,2
12,4815,65,1
13,4815,21,2
13,4815,22,2
13,4815,31,2
13,4815,41,2
13,4815,42,2
13,4815,51,2
13,4815,61,2
13,4815,62,1
13,4815,63,1
13,4815,64,2
13,4815,65,1
14,4815,21,2
14,4815,22,2
14,4815,31,2
14,4815,41,2
14,4815,42,2
14,4815,51,2
14,4815,61,2
14,4815,62,1
14,4815,63,1
14,4815,64,2
14,4815,65,1
15,4815,21,2
15,4815,22,2
15,4815,31,2
15,4815,41,2
15,4815,42,2
15,4815,51,2
15,4815,61,2
15,4815,62,1
15,4815,63,1
15,4815,64,2
15,4815,65,1
16,4815,21,2
16,4815,22,2
16,4815,31,2
16,4815,41,2
16,4815,42,2
16,4815,51,2
16,4815,61,2
16,4815,62,2
16,4815,63,2
16,4815,64,2
16,4815,65,1
17,4815,21,2
17,4815,22,2
17,4815,31,2
17,4815,41,2
17,4815,42,2
17,4815,51,2
17,4815,61,2
17,4815,62,1
17,4815,63,1
17,4815,64,2
17,4815,65,1
18,4815,21,2
18,4815,22,2
18,4815,31,2
18,4815,41,2
18,4815,42,2
18,4815,51,2
18,4815,61,1
18,4815,62,1
18,4815,63,1
18,4815,64,2
18,4815,65,1
19,4815,21,2
19,4815,22,2
19,4815,31,2
19,4815,41,2
19,4815,42,2
19,4815,51,2
19,4815,61,2
19,4815,62,1
19,4815,63,1
19,4815,64,2
19,4815,65,1
20,4815,21,2
20,4815,22,2
20,4815,31,2
20,4815,41,2
20,4815,42,2
20,4815,51,2
20,4815,61,1
20,4815,62,1
20,4815,63,1
20,4815,64,2
20,4815,65,1
1,4822,21,2
1,4822,22,2
1,4822,31,2
1,4822,41,2
1,4822,42,2
1,4822,51,2
1,4822,61,2
1,4822,62,2
1,4822,63,2
1,4822,64,2
1,4822,65,1
2,4822,21,2
2,4822,22,2
2,4822,31,2
2,4822,41,2
2,4822,42,2
2,4822,51,2
2,4822,61,2
2,4822,62,2
2,4822,63,2
2,4822,64,2
2,4822,65,1
3,4822,21,2
3,4822,22,2
3,4822,31,2
3,4822,42,2
3,4822,51,2
3,4822,61,2
3,4822,62,2
3,4822,63,2
3,4822,64,2
3,4822,65,1
4,4822,21,2
4,4822,22,2
4,4822,31,2
4,4822,41,2
4,4822,42,2
4,4822,51,2
4,4822,61,2
4,4822,62,2
4,4822,63,2
4,4822,64,2
4,4822,65,1
5,4822,21,2
5,4822,22,2
5,4822,31,2
5,4822,41,2
5,4822,42,2
5,4822,51,2
5,4822,61,2
5,4822,62,2
5,4822,63,2
5,4822,64,2
5,4822,65,1
6,4822,21,2
6,4822,22,2
6,4822,31,2
6,4822,41,2
6,4822,42,2
6,4822,51,2
6,4822,61,2
6,4822,62,2
6,4822,63,2
6,4822,64,2
6,4822,65,1
7,4822,21,2
7,4822,22,2
7,4822,31,2
7,4822,41,2
7,4822,42,2
7,4822,51,2
7,4822,61,2
7,4822,62,2
7,4822,63,2
7,4822,64,2
7,4822,65,1
8,4822,21,2
8,4822,22,2
8,4822,31,2
8,4822,41,2
8,4822,42,2
8,4822,51,2
8,4822,61,2
8,4822,62,2
8,4822,63,2
8,4822,64,2
8,4822,65,1
9,4822,21,2
9,4822,22,2
9,4822,31,2
9,4822,41,2
9,4822,42,2
9,4822,51,2
9,4822,61,2
9,4822,62,2
9,4822,63,2
9,4822,64,2
9,4822,65,1
10,4822,21,2
10,4822,22,2
10,4822,31,2
10,4822,41,2
10,4822,42,2
10,4822,51,2
10,4822,61,2
10,4822,62,2
10,4822,63,2
10,4822,64,2
10,4822,65,1
12,4822,21,2
12,4822,22,2
12,4822,31,2
12,4822,41,2
12,4822,42,2
12,4822,51,2
12,4822,61,2
12,4822,62,2
12,4822,63,2
12,4822,64,2
12,4822,65,1
13,4822,21,2
13,4822,22,2
13,4822,31,2
13,4822,41,2
13,4822,42,2
13,4822,51,2
13,4822,61,2
13,4822,62,2
13,4822,63,2
13,4822,64,2
13,4822,65,1
14,4822,21,2
14,4822,22,2
14,4822,31,2
14,4822,41,2
14,4822,42,2
14,4822,51,2
14,4822,61,2
14,4822,62,2
14,4822,63,2
14,4822,64,2
14,4822,65,1
15,4822,21,2
15,4822,22,2
15,4822,31,2
15,4822,41,2
15,4822,42,2
15,4822,51,2
15,4822,61,2
15,4822,62,2
15,4822,63,2
15,4822,64,2
15,4822,65,1
16,4822,21,2
16,4822,22,2
16,4822,31,2
16,4822,41,2
16,4822,42,2
16,4822,51,2
16,4822,61,2
16,4822,62,2
16,4822,63,2
16,4822,64,2
16,4822,65,1
17,4822,21,2
17,4822,22,2
17,4822,31,2
17,4822,41,2
17,4822,42,2
17,4822,51,2
17,4822,61,2
17,4822,62,2
17,4822,63,2
17,4822,64,2
17,4822,65,1
18,4822,21,2
18,4822,22,2
18,4822,31,2
18,4822,41,2
18,4822,42,2
18,4822,51,2
18,4822,61,2
18,4822,62,2
18,4822,63,2
18,4822,64,2
18,4822,65,1
20,4822,21,2
20,4822,22,2
20,4822,31,2
20,4822,41,2
20,4822,42,2
20,4822,51,2
20,4822,61,2
20,4822,62,2
20,4822,63,2
20,4822,64,2
20,4822,65,1
1,4825,21,2
1,4825,22,2
1,4825,31,2
1,4825,41,2
1,4825,42,2
1,4825,51,2
1,4825,61,2
1,4825,62,2
1,4825,63,2
1,4825,64,2
1,4825,65,1
4,4825,21,2
4,4825,22,2
4,4825,31,2
4,4825,41,2
4,4825,42,2
4,4825,51,2
4,4825,61,2
4,4825,62,2
4,4825,63,2
4,4825,64,2
4,4825,65,1
5,4825,21,2
5,4825,22,2
5,4825,31,2
5,4825,41,2
5,4825,42,2
5,4825,51,2
5,4825,61,2
5,4825,62,2
5,4825,63,2
5,4825,64,2
5,4825,65,1
6,4825,21,2
6,4825,22,2
6,4825,31,2
6,4825,41,2
6,4825,42,2
6,4825,51,2
6,4825,61,2
6,4825,62,2
6,4825,63,2
6,4825,64,2
6,4825,65,1
7,4825,21,2
7,4825,22,2
7,4825,31,2
7,4825,41,2
7,4825,42,2
7,4825,51,2
7,4825,61,2
7,4825,62,2
7,4825,63,2
7,4825,64,2
7,4825,65,1
8,4825,21,2
8,4825,22,2
8,4825,31,2
8,4825,41,2
8,4825,42,2
8,4825,51,2
8,4825,61,2
8,4825,62,2
8,4825,63,2
8,4825,64,2
8,4825,65,1
9,4825,21,2
9,4825,22,2
9,4825,31,2
9,4825,41,2
9,4825,42,2
9,4825,51,2
9,4825,61,2
9,4825,62,2
9,4825,63,2
9,4825,64,2
9,4825,65,1
10,4825,21,2
10,4825,22,2
10,4825,31,2
10,4825,41,2
10,4825,42,2
10,4825,51,2
10,4825,61,2
10,4825,62,2
10,4825,63,2
10,4825,64,2
10,4825,65,1
11,4825,21,2
11,4825,22,2
11,4825,31,2
11,4825,41,2
11,4825,42,2
11,4825,51,2
11,4825,61,2
11,4825,62,2
11,4825,63,2
11,4825,64,2
11,4825,65,1
12,4825,21,2
12,4825,22,2
12,4825,31,2
12,4825,41,2
12,4825,42,2
12,4825,51,2
12,4825,61,2
12,4825,62,2
12,4825,63,2
12,4825,64,2
12,4825,65,1
13,4825,21,2
13,4825,22,2
13,4825,31,2
13,4825,41,2
13,4825,42,2
13,4825,51,2
13,4825,61,2
13,4825,62,2
13,4825,63,2
13,4825,64,2
13,4825,65,1
14,4825,21,2
14,4825,22,2
14,4825,31,2
14,4825,41,2
14,4825,42,2
14,4825,51,2
14,4825,61,2
14,4825,62,2
14,4825,63,2
14,4825,64,2
14,4825,65,1
15,4825,21,2
15,4825,22,2
15,4825,31,2
15,4825,41,2
15,4825,42,2
15,4825,51,2
15,4825,61,2
15,4825,62,2
15,4825,63,2
15,4825,64,2
15,4825,65,1
16,4825,21,2
16,4825,22,2
16,4825,31,2
16,4825,41,2
16,4825,42,2
16,4825,51,2
16,4825,61,2
16,4825,62,2
16,4825,63,2
16,4825,64,2
16,4825,65,1
17,4825,21,2
17,4825,22,2
17,4825,31,2
17,4825,41,2
17,4825,42,2
17,4825,51,2
17,4825,61,2
17,4825,62,2
17,4825,63,2
17,4825,64,2
17,4825,65,1
18,4825,21,2
18,4825,22,2
18,4825,31,2
18,4825,41,2
18,4825,42,2
18,4825,51,2
18,4825,61,2
18,4825,62,2
18,4825,63,2
18,4825,64,2
18,4825,65,1
19,4825,21,2
19,4825,22,2
19,4825,31,2
19,4825,41,2
19,4825,42,2
19,4825,51,2
19,4825,61,2
19,4825,62,2
19,4825,63,2
19,4825,64,2
19,4825,65,1
20,4825,21,2
20,4825,22,2
20,4825,31,2
20,4825,41,2
20,4825,42,2
20,4825,51,2
20,4825,61,2
20,4825,62,2
20,4825,63,2
20,4825,64,2
20,4825,65,1
21,4825,21,2
21,4825,22,2
21,4825,31,2
21,4825,41,2
21,4825,42,2
21,4825,51,2
21,4825,61,2
21,4825,62,2
21,4825,63,2
21,4825,64,2
21,4825,65,1
23,4825,21,2
23,4825,22,2
23,4825,31,2
23,4825,41,2
23,4825,42,2
23,4825,51,2
23,4825,61,2
23,4825,62,2
23,4825,63,2
23,4825,64,2
23,4825,65,1
1,4829,21,2
1,4829,22,2
1,4829,31,2
1,4829,41,2
1,4829,42,2
1,4829,51,2
1,4829,61,2
1,4829,62,2
1,4829,63,2
1,4829,64,2
1,4829,65,1
2,4829,21,2
2,4829,22,2
2,4829,31,2
2,4829,41,2
2,4829,42,2
2,4829,51,2
2,4829,61,2
2,4829,62,2
2,4829,63,2
2,4829,64,2
2,4829,65,1
3,4829,21,2
3,4829,22,2
3,4829,31,2
3,4829,41,2
3,4829,42,2
3,4829,51,1
3,4829,61,2
3,4829,62,2
3,4829,63,2
3,4829,64,2
3,4829,65,1
4,4829,21,2
4,4829,22,2
4,4829,31,2
4,4829,41,2
4,4829,42,2
4,4829,51,2
4,4829,61,2
4,4829,62,2
4,4829,63,2
4,4829,64,2
4,4829,65,1
5,4829,21,2
5,4829,22,2
5,4829,31,2
5,4829,41,2
5,4829,42,2
5,4829,51,2
5,4829,61,2
5,4829,62,2
5,4829,63,2
5,4829,64,2
5,4829,65,1
7,4829,21,2
7,4829,22,2
7,4829,31,2
7,4829,41,2
7,4829,42,2
7,4829,51,2
7,4829,61,2
7,4829,62,2
7,4829,63,2
7,4829,64,2
7,4829,65,1
8,4829,21,2
8,4829,22,2
8,4829,31,2
8,4829,41,2
8,4829,42,2
8,4829,51,1
8,4829,61,2
8,4829,62,2
8,4829,63,2
8,4829,64,2
8,4829,65,1
9,4829,21,2
9,4829,22,2
9,4829,31,2
9,4829,41,2
9,4829,42,2
9,4829,51,2
9,4829,61,2
9,4829,62,2
9,4829,63,2
9,4829,64,2
9,4829,65,1
10,4829,21,2
10,4829,22,2
10,4829,31,2
10,4829,41,2
10,4829,42,2
10,4829,51,1
10,4829,61,2
10,4829,62,2
10,4829,63,2
10,4829,64,2
10,4829,65,1
11,4829,21,2
11,4829,22,2
11,4829,31,2
11,4829,41,2
11,4829,42,2
11,4829,51,2
11,4829,61,2
11,4829,62,2
11,4829,63,2
11,4829,64,2
11,4829,65,1
13,4829,21,2
13,4829,22,2
13,4829,31,2
13,4829,41,2
13,4829,42,2
13,4829,51,2
13,4829,61,2
13,4829,62,2
13,4829,63,2
13,4829,64,2
13,4829,65,1
15,4829,21,2
15,4829,22,2
15,4829,31,2
15,4829,41,2
15,4829,42,2
15,4829,51,2
15,4829,61,2
15,4829,62,2
15,4829,63,2
15,4829,64,2
15,4829,65,1
16,4829,21,2
16,4829,22,2
16,4829,31,2
16,4829,41,2
16,4829,42,2
16,4829,51,2
16,4829,61,2
16,4829,62,2
16,4829,63,2
16,4829,64,2
16,4829,65,1
17,4829,21,2
17,4829,22,2
17,4829,31,2
17,4829,41,2
17,4829,42,2
17,4829,51,2
17,4829,61,2
17,4829,62,2
17,4829,63,2
17,4829,64,2
17,4829,65,1
19,4829,21,2
19,4829,22,2
19,4829,31,2
19,4829,41,2
19,4829,42,2
19,4829,51,2
19,4829,61,2
19,4829,62,2
19,4829,63,2
19,4829,64,2
19,4829,65,1
20,4829,21,2
20,4829,22,2
20,4829,31,2
20,4829,41,2
20,4829,42,2
20,4829,51,2
20,4829,61,2
20,4829,62,2
20,4829,63,2
20,4829,64,2
20,4829,65,1
1,4832,21,2
1,4832,22,2
1,4832,31,2
1,4832,41,2
1,4832,42,2
1,4832,51,2
1,4832,61,2
1,4832,62,2
1,4832,63,2
1,4832,64,2
1,4832,65,1
2,4832,21,2
2,4832,22,2
2,4832,31,2
2,4832,41,2
2,4832,42,2
2,4832,51,2
2,4832,61,2
2,4832,62,2
2,4832,63,2
2,4832,64,2
2,4832,65,1
3,4832,21,2
3,4832,22,2
3,4832,31,2
3,4832,41,2
3,4832,42,2
3,4832,51,2
3,4832,61,2
3,4832,62,2
3,4832,63,2
3,4832,64,2
3,4832,65,1
4,4832,21,2
4,4832,22,2
4,4832,31,2
4,4832,41,2
4,4832,42,2
4,4832,51,2
4,4832,61,2
4,4832,62,2
4,4832,63,2
4,4832,64,2
4,4832,65,1
5,4832,21,2
5,4832,22,2
5,4832,31,2
5,4832,41,2
5,4832,42,2
5,4832,51,2
5,4832,61,2
5,4832,62,2
5,4832,63,2
5,4832,64,2
5,4832,65,1
6,4832,21,2
6,4832,22,2
6,4832,31,2
6,4832,41,2
6,4832,42,2
6,4832,51,2
6,4832,61,2
6,4832,62,2
6,4832,63,2
6,4832,64,2
6,4832,65,1
7,4832,21,2
7,4832,22,2
7,4832,31,2
7,4832,41,2
7,4832,42,2
7,4832,51,2
7,4832,61,2
7,4832,62,2
7,4832,63,2
7,4832,64,2
7,4832,65,1
8,4832,21,2
8,4832,22,2
8,4832,31,2
8,4832,41,2
8,4832,42,2
8,4832,51,2
8,4832,61,2
8,4832,62,2
8,4832,63,2
8,4832,64,2
8,4832,65,1
10,4832,21,2
10,4832,22,2
10,4832,31,2
10,4832,41,2
10,4832,42,2
10,4832,51,2
10,4832,61,2
10,4832,62,2
10,4832,63,2
10,4832,64,2
10,4832,65,1
11,4832,21,2
11,4832,22,2
11,4832,31,2
11,4832,41,2
11,4832,42,2
11,4832,51,2
11,4832,61,2
11,4832,62,2
11,4832,63,2
11,4832,64,2
11,4832,65,1
12,4832,21,2
12,4832,22,2
12,4832,31,2
12,4832,41,2
12,4832,42,2
12,4832,51,2
12,4832,61,2
12,4832,62,2
12,4832,63,2
12,4832,64,2
12,4832,65,1
13,4832,21,2
13,4832,22,2
13,4832,31,2
13,4832,41,2
13,4832,42,2
13,4832,51,2
13,4832,61,2
13,4832,62,2
13,4832,63,2
13,4832,64,2
13,4832,65,1
14,4832,21,2
14,4832,22,2
14,4832,31,2
14,4832,41,2
14,4832,42,2
14,4832,51,2
14,4832,61,2
14,4832,62,2
14,4832,63,2
14,4832,64,2
14,4832,65,1
16,4832,21,2
16,4832,22,2
16,4832,31,2
16,4832,41,2
16,4832,42,2
16,4832,51,2
16,4832,61,2
16,4832,62,2
16,4832,63,2
16,4832,64,2
16,4832,65,1
18,4832,21,2
18,4832,22,2
18,4832,31,2
18,4832,41,2
18,4832,42,2
18,4832,51,2
18,4832,61,2
18,4832,62,2
18,4832,63,2
18,4832,64,2
18,4832,65,1
19,4832,21,2
19,4832,22,2
19,4832,31,2
19,4832,41,2
19,4832,42,2
19,4832,51,2
19,4832,61,2
19,4832,62,2
19,4832,63,2
19,4832,64,2
19,4832,65,1
20,4832,21,2
20,4832,22,2
20,4832,31,2
20,4832,41,2
20,4832,42,2
20,4832,51,2
20,4832,61,2
20,4832,62,2
20,4832,63,2
20,4832,64,2
20,4832,65,1
1,4835,21,2
1,4835,22,2
1,4835,31,2
1,4835,41,2
1,4835,42,2
1,4835,51,2
1,4835,61,2
1,4835,62,2
1,4835,63,2
1,4835,64,2
1,4835,65,1
3,4835,21,2
3,4835,22,2
3,4835,31,2
3,4835,41,2
3,4835,42,2
3,4835,51,2
3,4835,61,2
3,4835,62,2
3,4835,63,2
3,4835,64,2
3,4835,65,1
8,4835,21,2
8,4835,22,2
8,4835,31,2
8,4835,41,2
8,4835,42,2
8,4835,51,2
8,4835,61,2
8,4835,62,2
8,4835,63,2
8,4835,64,2
8,4835,65,1
9,4835,21,2
9,4835,22,2
9,4835,31,2
9,4835,41,2
9,4835,42,2
9,4835,51,2
9,4835,61,2
9,4835,62,2
9,4835,63,2
9,4835,64,2
9,4835,65,1
13,4835,21,2
13,4835,22,2
13,4835,31,2
13,4835,41,2
13,4835,42,2
13,4835,51,2
13,4835,61,2
13,4835,62,2
13,4835,63,2
13,4835,64,2
13,4835,65,1
14,4835,21,2
14,4835,22,2
14,4835,31,2
14,4835,41,2
14,4835,42,2
14,4835,51,2
14,4835,61,2
14,4835,62,2
14,4835,63,2
14,4835,64,2
14,4835,65,1
15,4835,21,2
15,4835,22,2
15,4835,31,2
15,4835,41,2
15,4835,42,2
15,4835,51,2
15,4835,61,2
15,4835,62,2
15,4835,63,2
15,4835,64,1
16,4835,21,2
16,4835,22,2
16,4835,31,2
16,4835,41,2
16,4835,42,2
16,4835,51,2
16,4835,61,2
16,4835,62,2
16,4835,63,2
16,4835,64,2
16,4835,65,1
17,4835,21,2
17,4835,22,2
17,4835,31,2
17,4835,42,2
17,4835,51,2
17,4835,61,2
17,4835,62,2
17,4835,63,2
17,4835,64,2
17,4835,65,1
18,4835,21,2
18,4835,22,2
18,4835,31,2
18,4835,41,2
18,4835,42,2
18,4835,51,2
18,4835,61,2
18,4835,62,2
18,4835,63,2
18,4835,64,2
18,4835,65,1
20,4835,21,2
20,4835,22,2
20,4835,31,2
20,4835,41,2
20,4835,42,2
20,4835,51,2
20,4835,61,2
20,4835,62,2
20,4835,63,2
20,4835,64,2
20,4835,65,1
1,4839,21,2
1,4839,22,2
1,4839,31,2
1,4839,41,2
1,4839,42,2
1,4839,51,2
1,4839,61,2
1,4839,62,2
1,4839,63,2
1,4839,64,2
1,4839,65,1
2,4839,21,2
2,4839,22,2
2,4839,31,2
2,4839,41,2
2,4839,42,2
2,4839,51,2
2,4839,61,2
2,4839,62,2
2,4839,63,2
2,4839,64,2
2,4839,65,1
3,4839,21,2
3,4839,22,2
3,4839,31,2
3,4839,41,2
3,4839,42,2
3,4839,51,2
3,4839,61,2
3,4839,62,2
3,4839,63,2
3,4839,64,2
3,4839,65,1
4,4839,21,2
4,4839,22,2
4,4839,31,2
4,4839,41,2
4,4839,42,2
4,4839,51,2
4,4839,61,2
4,4839,62,2
4,4839,63,2
4,4839,64,2
4,4839,65,1
5,4839,21,2
5,4839,22,2
5,4839,31,2
5,4839,41,2
5,4839,42,2
5,4839,51,2
5,4839,61,2
5,4839,62,2
5,4839,63,2
5,4839,64,2
5,4839,65,1
6,4839,21,2
6,4839,22,2
6,4839,31,2
6,4839,41,2
6,4839,42,2
6,4839,51,2
6,4839,61,2
6,4839,62,2
6,4839,63,2
6,4839,64,2
6,4839,65,1
7,4839,21,2
7,4839,22,2
7,4839,31,2
7,4839,41,2
7,4839,42,2
7,4839,51,2
7,4839,61,2
7,4839,62,2
7,4839,63,2
7,4839,64,2
7,4839,65,1
8,4839,21,2
8,4839,22,2
8,4839,31,2
8,4839,41,2
8,4839,42,2
8,4839,51,2
8,4839,61,2
8,4839,62,2
8,4839,63,2
8,4839,64,2
8,4839,65,1
9,4839,21,2
9,4839,22,2
9,4839,31,2
9,4839,41,2
9,4839,42,2
9,4839,51,2
9,4839,61,2
9,4839,62,2
9,4839,63,2
9,4839,64,2
9,4839,65,1
10,4839,21,2
10,4839,22,2
10,4839,31,2
10,4839,41,2
10,4839,42,2
10,4839,51,2
10,4839,61,2
10,4839,62,2
10,4839,63,2
10,4839,64,2
10,4839,65,1
11,4839,21,2
11,4839,22,2
11,4839,31,2
11,4839,41,2
11,4839,42,2
11,4839,51,2
11,4839,61,2
11,4839,62,2
11,4839,63,2
11,4839,64,2
11,4839,65,1
12,4839,21,2
12,4839,22,2
12,4839,31,2
12,4839,41,2
12,4839,42,2
12,4839,51,2
12,4839,61,2
12,4839,62,2
12,4839,63,2
12,4839,64,2
12,4839,65,1
13,4839,21,2
13,4839,22,2
13,4839,31,2
13,4839,41,2
13,4839,42,2
13,4839,51,2
13,4839,61,2
13,4839,62,2
13,4839,63,2
13,4839,64,2
13,4839,65,1
14,4839,21,2
14,4839,22,2
14,4839,31,2
14,4839,41,2
14,4839,42,2
14,4839,51,2
14,4839,61,2
14,4839,62,2
14,4839,63,2
14,4839,64,2
14,4839,65,1
15,4839,21,2
15,4839,22,2
15,4839,31,2
15,4839,41,2
15,4839,42,2
15,4839,51,2
15,4839,61,2
15,4839,62,2
15,4839,63,2
15,4839,64,2
15,4839,65,1
16,4839,21,2
16,4839,22,2
16,4839,31,2
16,4839,41,2
16,4839,42,2
16,4839,51,2
16,4839,61,2
16,4839,62,2
16,4839,63,2
16,4839,64,2
16,4839,65,1
17,4839,21,2
17,4839,22,2
17,4839,31,2
17,4839,41,2
17,4839,42,2
17,4839,51,2
17,4839,61,2
17,4839,62,2
17,4839,63,2
17,4839,64,2
17,4839,65,1
18,4839,21,2
18,4839,22,2
18,4839,31,2
18,4839,41,2
18,4839,42,2
18,4839,51,2
18,4839,61,2
18,4839,62,2
18,4839,63,2
18,4839,64,2
18,4839,65,1
19,4839,21,2
19,4839,22,2
19,4839,31,2
19,4839,41,2
19,4839,42,2
19,4839,51,2
19,4839,61,2
19,4839,62,2
19,4839,63,2
19,4839,64,2
19,4839,65,1
20,4839,21,2
20,4839,22,2
20,4839,31,2
20,4839,41,2
20,4839,42,2
20,4839,51,2
20,4839,61,2
20,4839,62,2
20,4839,63,2
20,4839,64,2
20,4839,65,1
1,4842,21,2
1,4842,22,2
1,4842,31,2
1,4842,41,2
1,4842,42,2
1,4842,51,2
1,4842,61,2
1,4842,62,2
1,4842,63,2
1,4842,64,2
1,4842,65,1
2,4842,21,2
2,4842,22,2
2,4842,31,2
2,4842,41,2
2,4842,42,2
2,4842,51,2
2,4842,61,2
2,4842,62,2
2,4842,63,2
2,4842,64,2
2,4842,65,1
3,4842,21,2
3,4842,22,1
3,4842,31,2
3,4842,41,1
3,4842,42,2
3,4842,51,2
3,4842,61,2
3,4842,62,2
3,4842,63,2
3,4842,64,2
3,4842,65,1
4,4842,21,2
4,4842,22,2
4,4842,31,2
4,4842,41,2
4,4842,42,2
4,4842,51,2
4,4842,61,2
4,4842,62,2
4,4842,63,2
4,4842,64,2
4,4842,65,1
5,4842,21,2
5,4842,22,2
5,4842,31,2
5,4842,41,2
5,4842,42,2
5,4842,51,2
5,4842,61,2
5,4842,62,2
5,4842,63,2
5,4842,64,2
5,4842,65,1
6,4842,21,2
6,4842,22,2
6,4842,31,2
6,4842,41,2
6,4842,42,2
6,4842,51,2
6,4842,61,2
6,4842,62,2
6,4842,63,2
6,4842,64,2
6,4842,65,1
